number_of_rooms,metro,address,area,parking,renovation,windows,ceiling_height,elevator,price_monthly,deposit,utility,type_house,current_floor,total_floors,combined_bathrooms,separate_bathrooms
2,12.276339583135053,"Санкт-Петербург, Фермское шоссе, 12Б",45.0,0,1,1,2.6486107826101866,Пасс (1),47000.0,52000.0,nan,1,7,9,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Ушаковская набережная, 1к4",46.0,1,1,1,3.760497097356386,Пасс (1),50000.0,50000.0,nan,1,12,19,0.0,0.0
2,3.0,"Санкт-Петербург, дорога Торфяная, 17к6",50.0,0,2,0,3.735813627424975,"Пасс 1, Груз 1",55000.0,55000.0,nan,0,12,12,0.0,0.0
2,10.0,"Санкт-Петербург, дорога Торфяная, 17к6",62.0,0,1,0,3.0,"Пасс (1), Груз (1)",55000.0,55000.0,nan,0,12,12,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, Фермское шоссе, 12Б",45.0,0,1,1,3.20845236692533,Пасс (1),58000.0,63000.0,nan,1,9,9,0.0,0.0
2,5.0,"Санкт-Петербург, Фермское шоссе, 12А",47.0,1,2,1,3.371159057669401,"Пасс 1, Груз 1",57000.0,63000.0,nan,0,9,10,0.0,0.0
4,5.0,"Санкт-Петербург, Комендантский проспект, 27К1",110.0,0,2,1,2.8664195029347774,"Пасс (1), Груз (1)",55000.0,65000.0,nan,1,6,12,0.0,0.0
4,3.0,"Санкт-Петербург, Приморский проспект, 11",87.0,0,1,1,3.245703977342122,0,60000.0,60000.0,nan,4,1,4,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, Ушаковская набережная, 3к2",77.0,1,1,1,3.480186727967369,Пасс (1),60000.0,60000.0,nan,1,9,17,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, Новоколомяжский проспект, 15",85.0,0,1,1,3.1171942468545595,Пасс (1),65000.0,65000.0,nan,4,2,5,0.0,0.0
3,3.0,"Санкт-Петербург, Коломяжский проспект, 15к1",80.0,1,0,1,3.3754757504585893,"Пасс 2, Груз 2",70000.0,70000.0,nan,1,9,25,0.0,0.0
3,12.276339583135053,"Санкт-Петербург, Приморский проспект, 137к1",100.0,1,1,1,2.826754276533745,Пасс (1),70000.0,70000.0,nan,1,20,25,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, Лахта тер., улица Новая, 51к1",54.0,0,0,2,3.054818643286363,Пасс (1),75000.0,75000.0,nan,1,2,4,0.0,0.0
4,12.276339583135053,"Санкт-Петербург, улица Савушкина, 128к1",120.0,1,1,1,2.667727671034019,Пасс (1),75000.0,75000.0,nan,4,12,15,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, Ушаковская набережная, 3к4",72.0,1,1,1,3.5467614291845098,Пасс (1),80000.0,80000.0,nan,1,13,18,0.0,0.0
3,12.276339583135053,"Санкт-Петербург, улица Савушкина, 140",92.1,1,2,1,3.7208285181080862,Пасс (1),85000.0,85000.0,nan,4,15,15,0.0,0.0
5,12.276339583135053,"Санкт-Петербург, Приморский проспект, 137к2",180.0,1,0,1,3.474978497453609,Пасс (1),177000.0,177000.0,nan,1,18,25,0.0,0.0
4,12.276339583135053,"Санкт-Петербург, Лахта тер., улица Новая, 51к46",180.0,0,2,1,3.7110788978218023,Пасс (1),345000.0,345000.0,nan,0,1,3,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, аллея Арцеуловская, 21",25.0,1,2,1,3.4319237838191516,Пасс (1),14000.0,7000.0,nan,1,8,21,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, улица Плесецкая, 16",24.0,1,2,1,2.756789884641513,"Пасс 2, Груз 2",15000.0,15000.0,nan,2,13,25,0.0,0.0
0,4.0,"Санкт-Петербург, Парашютная улица, 44к1",30.0,1,1,1,3.1246776973159673,"Пасс (2), Груз (1)",19000.0,19000.0,nan,2,4,25,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, шоссе Суздальское, 24к2, ш. Выборгское (9 км до МКАД)",25.0,1,1,1,2.943369496720056,"Пасс (1), Груз (1)",20000.0,20000.0,nan,2,11,26,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, улица Плесецкая, 16",25.0,1,1,1,3.1291025030580504,"Пасс (1), Груз (1)",20000.0,20000.0,nan,2,15,25,0.0,0.0
1,15.0,"Санкт-Петербург, Комендантский проспект, 31К1",42.0,1,2,2,3.3318211057730838,"Пасс (1), Груз (1)",20000.0,20000.0,nan,2,7,13,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Плесецкая, 10",24.0,1,1,1,3.6896755673821424,"Пасс (1), Груз (1)",23000.0,23000.0,nan,2,4,24,0.0,0.0
1,6.0,"Санкт-Петербург, проспект Авиаконструкторов, 45К1",43.6,1,2,1,3.801161100961938,Пасс (1),20000.0,20000.0,nan,0,6,8,0.0,0.0
1,17.0,"Санкт-Петербург, Комендантский проспект, 29К1",36.0,1,2,1,3.1343988665229645,Пасс (2),25000.0,15000.0,nan,2,4,17,0.0,0.0
1,0.0,"Санкт-Петербург, Комендантский проспект, 66к1",40.0,1,1,1,3.158941011151173,"Пасс (1), Груз (1)",25000.0,25000.0,nan,1,21,22,0.0,0.0
1,25.0,"Санкт-Петербург, Долгоозерная улица, 33к2",39.0,1,1,1,3.003477006807802,Пасс (2),24000.0,25000.0,nan,2,9,17,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Вербная улица, 13К1",38.0,0,1,1,3.319507795568663,"Пасс (1), Груз (1)",25000.0,25000.0,nan,2,4,10,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Глухарская улица, 27к1",48.0,1,2,1,2.9914418113854624,"Пасс (1), Груз (1)",26000.0,40000.0,nan,2,9,21,0.0,0.0
2,3.0,"Санкт-Петербург, Долгоозерная улица, 6К2",57.0,0,1,1,3.5345355288412987,Пасс (1),28000.0,28000.0,nan,2,6,10,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Парашютная улица, 36к1",31.0,1,2,1,3.6437317412107117,Пасс (1),27000.0,15000.0,nan,2,9,24,0.0,0.0
2,8.0,"Москва, Славянский бульвар, 9к6",61.0,1,0,1,3.389448768507196,Груз (2),80000.0,80000.0,включены,2,13,25,0.0,0.0
1,10.0,"Москва, Давыдковская улица, 14к2",35.0,0,2,1,2.5,Пасс (2),30000.0,30000.0,включены,2,7,12,0.0,0.0
3,5.0,"Москва, Инициативная улица, 2к1",55.0,1,1,1,2.64,Пасс (1),50000.0,50000.0,включены,2,3,9,0.0,0.0
1,15.0,"Москва, улица Ватутина, 11",58.0,0,1,1,3.0,"Пасс (2), Груз (2)",65000.0,65000.0,включены,0,10,24,0.0,0.0
3,5.0,"Москва, Рублевское шоссе, 11К2",100.0,1,3,1,3.4508471259885285,"Пасс 1, Груз 1",85000.0,85000.0,nan,2,6,16,0.0,0.0
3,8.0,"Москва, Давыдковская улица, 5",65.0,1,0,1,2.8,"Пасс (1), Груз (2)",135000.0,135000.0,включены,2,20,25,0.0,0.0
4,15.0,"Москва, Звенигородская улица, 8К1",165.0,0,1,1,2.8,"Пасс (1), Груз (1)",170000.0,170000.0,включены,0,3,19,0.0,0.0
3,18.0,"Москва, Давыдковская улица, 18",120.7,3,0,0,3.0,Пасс (3),200000.0,200000.0,включены,0,18,22,0.0,0.0
3,10.0,"Москва, Звенигородская улица, 5",280.0,0,0,0,2.628362963565569,"Пасс (1), Груз (1)",250000.0,250000.0,включены,0,7,14,0.0,0.0
5,5.0,"Москва, Рублевское шоссе, 11К2",300.0,0,1,1,3.0,"Пасс (1), Груз (1)",280000.0,280000.0,включены,1,17,22,0.0,0.0
3,8.0,"Москва, Давыдковская улица, 3",200.0,0,0,0,3.132596503701057,"Пасс (2), Груз (2)",230000.0,230000.0,включены,0,32,44,0.0,0.0
2,10.0,"Москва, Славянский бульвар, 9к6",54.0,1,2,1,3.736124055631615,Пасс (3),55000.0,55000.0,включены,0,16,26,0.0,0.0
1,11.0,"Москва, улица Ватутина, 7К2",40.0,1,2,1,3.815228013324826,Пасс (4),35000.0,35000.0,включены,2,10,22,0.0,0.0
4,13.0,"Москва, Давыдковская улица, 16",160.0,0,2,1,3.8124780985946263,"Пасс 2, Груз 2",230000.0,230000.0,включены,4,19,23,0.0,0.0
1,4.0,"Москва, Аминьевское шоссе, 18К1",32.7,0,3,1,2.48,0,24000.0,24000.0,включены,2,2,5,0.0,0.0
1,9.0,"Москва, Кременчугская улица, 38К2",27.0,1,2,1,2.65,0,27000.0,40000.0,включены,4,3,5,0.0,0.0
1,5.0,"Москва, Минская улица, 17",28.0,0,2,1,3.2806624127235886,0,33000.0,33000.0,включены,2,2,5,0.0,0.0
1,13.0,"Москва, Кременчугская улица, 3К2",40.0,1,1,1,3.977254249816905,"Пасс (1), Груз (1)",45000.0,45000.0,включены,2,10,22,0.0,0.0
2,10.0,"Москва, улица Артамонова, 1",45.0,1,2,1,2.48,0,47000.0,40000.0,включены,4,3,5,0.0,0.0
2,11.0,"Москва, улица Пивченкова, 5",55.0,0,2,0,3.0904894182884792,Пасс (1),50000.0,50000.0,включены,4,9,9,0.0,0.0
2,3.0,"Москва, Минская улица, 9",48.2,1,2,2,2.8,Пасс (1),60000.0,60000.0,включены,4,5,8,0.0,0.0
3,8.0,"Москва, Малая Филевская улица, 48",82.5,0,1,1,3.5055989557214726,Пасс (1),75000.0,75000.0,включены,4,4,14,0.0,0.0
3,6.0,"Москва, Кастанаевская улица, 58",80.0,1,1,1,2.64,Пасс (3),80000.0,80000.0,включены,2,7,22,0.0,0.0
3,12.276339583135053,"Москва, Давыдковская улица, 16",132.0,1,0,1,2.6736508618201538,Пасс (1),150000.0,150000.0,nan,0,7,23,0.0,0.0
4,9.0,"Москва, Звенигородская улица, 8К1",170.0,0,2,1,3.0,"Пасс (1), Груз (1)",180000.0,180000.0,включены,2,6,19,0.0,0.0
4,3.0,"Москва, Давыдковская улица, 16",160.0,1,1,0,3.361786362155568,Пасс (3),230000.0,230000.0,включены,0,19,23,0.0,0.0
3,8.0,"Москва, Давыдковская улица, 3",200.0,0,0,0,3.78757691410073,"Пасс (2), Груз (2)",250000.0,250000.0,включены,0,32,44,0.0,0.0
2,5.0,"Москва, Кременчугская улица, 22",44.0,0,2,1,2.64,Пасс (1),43000.0,43000.0,включены,2,2,9,0.0,0.0
2,6.0,"Москва, Кастанаевская улица, 58",50.0,1,1,1,2.64,Пасс (3),60000.0,60000.0,включены,2,14,22,0.0,0.0
4,7.0,"Москва, Давыдковская улица, 3",200.0,0,2,0,3.0,Груз (6),280000.0,280000.0,включены,4,10,44,0.0,0.0
1,11.0,"Москва, Кременчугская улица, 3К2",40.0,1,1,1,2.64,"Пасс (2), Груз (1)",43000.0,43000.0,включены,2,17,22,0.0,0.0
2,4.0,"Москва, Славянский бульвар, 5К1",45.6,1,1,1,2.7,Пасс (2),45000.0,45000.0,включены,6,10,13,0.0,0.0
2,2.0,"Москва, Малая Филевская улица, 18",55.0,1,1,0,3.50910820752164,Пасс (2),63000.0,63000.0,включены,0,16,22,0.0,0.0
2,5.0,"Москва, Кастанаевская улица, 44Ак1",57.0,1,0,1,2.8118625854193278,"Пасс (1), Груз (2)",75000.0,75000.0,включены,1,24,24,0.0,0.0
3,15.0,"Москва, Давыдковская улица, 16",141.0,0,0,1,3.9630857292854116,Пасс (3),200000.0,400000.0,включены,0,3,23,0.0,0.0
6,5.0,"Москва, Рублевское шоссе, 11К2",290.0,1,1,1,3.1315407587934785,Пасс (1),280000.0,280000.0,nan,2,17,17,0.0,0.0
1,12.276339583135053,"Москва, улица Ватутина, 18",32.0,0,2,0,2.9605625277677357,0,28000.0,28000.0,включены,6,2,5,0.0,0.0
1,6.0,"Москва, Инициативная улица, 7к3",42.0,1,1,1,3.817614516102043,Пасс (4),45000.0,45000.0,включены,0,11,25,0.0,0.0
2,8.0,"Москва, Кременчугская улица, 4К2",42.0,1,1,1,3.890392321620432,0,45000.0,45000.0,включены,2,4,5,0.0,0.0
2,10.0,"Москва, Кутузовский проспект, 67К1",42.0,0,2,0,2.7,0,50000.0,50000.0,включены,4,4,5,0.0,0.0
2,6.0,"Москва, улица Герасима Курина, 42",52.0,0,2,1,3.866412439789234,Пасс (3),50000.0,50000.0,включены,0,4,10,0.0,0.0
3,4.0,"Москва, Инициативная улица, 2к1",52.0,1,1,1,2.64,Пасс (1),50000.0,50000.0,включены,2,3,9,0.0,0.0
1,4.0,"Москва, улица Ватутина, 16К2",38.0,1,1,1,3.8667865721207804,"Пасс (1), Груз (1)",52000.0,52000.0,включены,2,3,14,0.0,0.0
2,2.0,"Москва, Малая Филевская улица, 18",56.0,1,1,1,2.646092683208449,"Пасс (1), Груз (1)",53000.0,53000.0,включены,2,4,22,0.0,0.0
2,3.0,"Москва, Славянский бульвар, 3",62.0,1,1,1,3.4158713235342466,Пасс (3),64000.0,64000.0,включены,6,7,19,0.0,0.0
2,5.0,"Москва, улица Герасима Курина, 20",42.0,1,2,1,2.8,"Пасс (1), Груз (1)",70000.0,70000.0,включены,2,13,24,0.0,0.0
2,7.0,"Москва, Давыдковская улица, 3",63.0,0,2,1,3.0,"Пасс (2), Груз (2)",90000.0,90000.0,включены,0,10,44,0.0,0.0
4,16.0,"Москва, Давыдковская улица, 16",160.0,0,0,0,3.2,"Пасс (1), Груз (1)",230000.0,230000.0,включены,0,19,24,0.0,0.0
1,12.276339583135053,"Москва, Кутузовский проспект, 82",22.0,0,1,0,3.187630505806366,0,30000.0,30000.0,включены,6,1,5,0.0,0.0
1,12.276339583135053,"Москва, Минская улица, 17",28.0,0,2,1,3.752355022965829,0,30000.0,15000.0,nan,4,3,5,0.0,0.0
1,11.0,"Москва, улица Ватутина, 7К2",39.0,1,2,1,3.7339648022813097,"Пасс (4), Груз (1)",35000.0,35000.0,включены,2,6,22,0.0,0.0
1,7.0,"Москва, Инициативная улица, 6К2",34.0,1,2,1,2.64,Пасс (1),35000.0,35000.0,включены,2,3,9,0.0,0.0
2,10.0,"Москва, улица Герасима Курина, 2",38.0,0,2,2,2.48,Пасс (1),36000.0,36000.0,включены,2,4,8,0.0,0.0
1,5.0,"Москва, Большая Филевская улица, 39К2",31.0,0,2,1,3.5800196820382717,0,36000.0,36000.0,включены,4,4,5,0.0,0.0
0,5.0,"Москва, Кутузовский проспект, 82",17.0,0,1,1,3.996971942598069,0,37000.0,37000.0,включены,2,1,5,0.0,0.0
1,7.0,"Москва, улица Олеко Дундича, 32",42.2,1,2,2,2.9,Пасс (2),38000.0,38000.0,включены,2,14,16,0.0,0.0
2,17.0,"Москва, Кутузовский проспект, 69К3",44.0,2,2,1,2.7547020970994796,0,39000.0,39000.0,включены,4,2,5,0.0,0.0
1,6.0,"Москва, Пинский проезд, 5",33.0,0,2,1,2.5,Пасс (1),40000.0,40000.0,включены,4,8,9,0.0,0.0
1,6.0,"Москва, Аминьевское шоссе, 10",36.0,0,2,1,2.7,Пасс (2),40000.0,40000.0,включены,2,2,12,0.0,0.0
1,6.0,"Москва, улица Герасима Курина, 8К3",32.0,1,2,1,3.6137694424946933,0,40000.0,40000.0,включены,2,3,5,0.0,0.0
1,6.0,"Москва, Рублевское шоссе, 11",32.0,0,1,1,3.6701547945557778,Пасс (1),40000.0,40000.0,включены,4,6,14,0.0,0.0
1,2.0,"Москва, Инициативная улица, 18",30.0,0,1,1,3.5629299069263056,0,40000.0,40000.0,включены,4,1,5,0.0,0.0
1,5.0,"Москва, Инициативная улица, 5К1",35.0,1,2,1,2.48,Пасс (2),40000.0,40000.0,включены,6,15,16,0.0,0.0
2,8.0,"Москва, Кастанаевская улица, 60",54.0,0,2,1,2.64,Пасс (2),42000.0,42000.0,включены,2,2,12,0.0,0.0
2,5.0,"Москва, Аминьевское шоссе, 14К1",42.0,0,2,1,2.77,0,42000.0,42000.0,включены,4,3,5,0.0,0.0
2,8.0,"Москва, Кременчугская улица, 9",42.0,1,2,1,2.6,"Пасс (3), Груз (1)",44000.0,44000.0,включены,2,6,16,0.0,0.0
1,5.0,"Москва, улица Герасима Курина, 14К1",39.0,0,2,0,2.64,Пасс (2),45000.0,45000.0,включены,2,10,14,0.0,0.0
1,8.0,"Москва, улица Олеко Дундича, 34",45.0,1,1,1,3.341553290586838,"Пасс (1), Груз (1)",45000.0,45000.0,nan,2,10,17,0.0,0.0
1,11.0,"Москва, Кастанаевская улица, 53",45.0,1,1,2,2.6339579557553456,Пасс (2),45000.0,45000.0,включены,0,15,16,0.0,0.0
2,7.0,"Москва, улица Олеко Дундича, 32",60.0,1,2,1,2.9,Пасс (2),45000.0,45000.0,включены,2,10,16,0.0,0.0
1,6.0,"Москва, Инициативная улица, 6К1",26.0,0,2,1,2.64,Пасс (1),45000.0,5000.0,включены,2,2,9,0.0,0.0
1,10.0,"Москва, улица Герасима Курина, 44К1",37.0,1,1,2,3.8981476869891383,"Пасс (1), Груз (1)",45000.0,45000.0,включены,2,3,17,0.0,0.0
2,5.0,"Москва, Инициативная улица, 7К2",53.0,2,2,1,3.3247884649086066,"Пасс (1), Груз (1)",45000.0,45000.0,включены,2,8,12,0.0,0.0
1,5.0,"Москва, улица Герасима Курина, 18",38.0,1,2,1,3.7793466597912104,Пасс (4),45000.0,45000.0,включены,0,5,24,0.0,0.0
2,3.0,"Москва, Рублевское шоссе, 17",45.0,0,3,2,3.142818774055295,Пасс (2),45000.0,45000.0,включены,2,5,14,0.0,0.0
2,8.0,"Москва, Давыдковская улица, 4К2",46.0,1,2,1,2.64,0,45000.0,45000.0,включены,2,2,5,0.0,0.0
2,10.0,"Москва, Кутузовский проспект, 63",42.0,0,1,1,3.983041230932649,0,45000.0,45000.0,включены,2,1,5,0.0,0.0
1,5.0,"Москва, Кастанаевская улица, 39",40.0,1,1,1,2.8,"Пасс (2), Груз (1)",47000.0,47000.0,включены,2,2,19,0.0,0.0
2,11.0,"Москва, Славянский бульвар, 13К1",52.0,0,2,2,2.64,Пасс (2),48000.0,48000.0,включены,2,13,13,0.0,0.0
2,2.0,"Москва, Аминьевское шоссе, 16",44.0,0,2,1,3.501027532901336,0,48000.0,48000.0,nan,4,5,5,0.0,0.0
2,12.0,"Москва, Славянский бульвар, 15",40.0,1,2,1,2.64,"Пасс (2), Груз (1)",48000.0,48000.0,включены,6,19,19,0.0,0.0
1,14.0,"Москва, Кременчугская улица, 7К3",48.0,1,2,1,2.64,Пасс (3),48000.0,48000.0,включены,2,6,22,0.0,0.0
2,5.0,"Москва, Кастанаевская улица, 35К1",49.2,1,2,0,2.64,Пасс (1),50000.0,50000.0,включены,4,9,9,0.0,0.0
2,5.0,"Москва, Славянский бульвар, 7К1",70.0,1,2,0,3.845157395683782,"Пасс (3), Груз (1)",50000.0,20000.0,включены,6,12,19,0.0,0.0
3,5.0,"Москва, улица Олеко Дундича, 39К1",57.0,0,2,1,3.394292026250408,0,50000.0,50000.0,включены,2,1,5,0.0,0.0
2,4.0,"Москва, Минская улица, 13К2",36.0,0,2,2,2.7,0,50000.0,50000.0,включены,4,2,5,0.0,0.0
1,13.0,"Москва, Кременчугская улица, 9",30.0,1,2,1,3.049888786003413,Пасс (4),50000.0,50000.0,включены,2,4,16,0.0,0.0
2,15.0,"Москва, Кременчугская улица, 3К3",58.0,1,2,1,2.64,Пасс (3),50000.0,50000.0,включены,2,2,22,0.0,0.0
1,3.0,"Москва, улица Герасима Курина, 16",40.0,1,2,2,2.64,Пасс (3),50000.0,50000.0,включены,0,9,22,0.0,0.0
2,7.0,"Москва, Малая Филевская улица, 32",47.3,0,1,0,2.841940117780542,Пасс (2),50000.0,55000.0,включены,6,11,12,0.0,0.0
3,7.0,"Москва, улица Герасима Курина, 4К4",54.7,0,2,1,2.48,0,53000.0,53000.0,включены,2,3,5,0.0,0.0
1,8.0,"Москва, Кастанаевская улица, 53",43.0,1,1,1,2.7719866352915448,Пасс (2),55000.0,55000.0,включены,0,13,16,0.0,0.0
1,10.0,"Москва, улица Ватутина, 16К2",37.0,0,1,1,3.82520127411674,"Пасс 1, Груз 1",55000.0,55000.0,включены,2,3,14,0.0,0.0
2,10.0,"Москва, Большая Филевская улица, 51К2",49.0,1,1,1,2.8,0,55000.0,55000.0,включены,6,2,5,0.0,0.0
1,5.0,"Москва, улица Ватутина, 11",55.0,1,1,1,2.8,Пасс (4),55000.0,55000.0,включены,2,18,22,0.0,0.0
2,8.0,"Москва, улица Пивченкова, 5",55.0,0,1,1,2.64,Пасс (1),55000.0,55000.0,включены,4,9,9,0.0,0.0
2,10.0,"Москва, Кутузовский проспект, 67К1",40.0,0,2,1,3.8402733223183754,0,55000.0,55000.0,включены,2,4,5,0.0,0.0
2,5.0,"Москва, Малая Филевская улица, 6К1",44.0,0,2,1,2.6,0,60000.0,60000.0,nan,4,2,5,0.0,0.0
2,11.0,"Москва, Кастанаевская улица, 53",62.0,2,2,0,2.735190353160491,"Пасс (1), Груз (1)",60000.0,60000.0,включены,2,4,16,0.0,0.0
1,5.0,"Москва, улица Герасима Курина, 20",41.0,1,2,2,2.7,"Пасс (2), Груз (2)",60000.0,60000.0,включены,2,7,24,0.0,0.0
2,5.0,"Москва, Давыдковская улица, 10К5",60.0,1,1,1,3.3691500596077555,"Пасс (1), Груз (1)",60000.0,60000.0,включены,2,1,12,0.0,0.0
2,6.0,"Москва, Кастанаевская улица, 27К5",50.0,0,1,1,3.584927600972322,0,60000.0,60000.0,включены,6,2,5,0.0,0.0
3,11.0,"Москва, Кременчугская улица, 3К4",79.0,1,2,1,2.64,"Пасс (2), Груз (1)",60000.0,30000.0,включены,2,22,22,0.0,0.0
2,3.0,"Москва, улица Ивана Франко, 8К2",72.5,1,2,1,2.8710132324110504,Пасс (1),60000.0,60000.0,включены,2,12,15,0.0,0.0
2,3.0,"Москва, Славянский бульвар, 3",50.0,1,1,1,3.862148275406769,"Пасс (2), Груз (1)",60000.0,60000.0,включены,0,10,19,0.0,0.0
2,3.0,"Москва, улица Герасима Курина, 18",66.0,1,1,1,2.78,"Пасс (2), Груз (1)",65000.0,65000.0,включены,2,9,22,0.0,0.0
2,5.0,"Москва, Кастанаевская улица, 43К2, ш. Рублевское ( км до МКАД)",75.0,2,1,1,2.7,"Пасс (1), Груз (1)",65000.0,65000.0,включены,2,5,19,0.0,0.0
2,10.0,"Москва, Давыдковская улица, 6",60.0,1,1,0,2.48,"Пасс (1), Груз (1)",65000.0,65000.0,включены,2,15,16,0.0,0.0
2,5.0,"Москва, улица Герасима Курина, 20",45.0,1,1,1,2.9118396750222435,Пасс (4),70000.0,70000.0,включены,2,14,24,0.0,0.0
2,15.0,"Москва, Кременчугская улица, 7К2",60.0,1,1,1,2.64,"Пасс (2), Груз (1)",70000.0,70000.0,включены,2,18,22,0.0,0.0
3,3.0,"Москва, улица Артамонова, 16К1",76.0,0,2,1,2.8,Пасс (2),72000.0,72000.0,включены,4,2,12,0.0,0.0
2,5.0,"Москва, Кастанаевская улица, 41К2",71.0,1,1,1,2.78,"Пасс (1), Груз (1)",73000.0,73000.0,включены,2,17,19,0.0,0.0
3,7.0,"Москва, улица Артамонова, 11К2",60.0,0,2,0,2.6,Пасс (1),75000.0,40000.0,включены,2,8,9,0.0,0.0
2,9.0,"Москва, Кастанаевская улица, 57К3",51.0,0,2,0,2.7,"Пасс (1), Груз (1)",75000.0,75000.0,включены,4,3,14,0.0,0.0
2,17.0,"Москва, Кременчугская улица, 7К2",60.0,1,1,1,2.64,Пасс (3),75000.0,75000.0,включены,2,4,22,0.0,0.0
3,3.0,"Москва, Малая Филевская улица, 4К1",58.0,1,0,1,3.6263438609476886,0,75000.0,75000.0,включены,4,5,5,0.0,0.0
2,6.0,"Москва, Инициативная улица, 7к3",70.0,0,0,1,3.363861706647029,"Пасс (1), Груз (1)",75000.0,75000.0,включены,0,8,25,0.0,0.0
2,5.0,"Москва, Аминьевское шоссе, 14К2",45.0,1,1,1,2.6,0,80000.0,80000.0,включены,2,2,5,0.0,0.0
2,6.0,"Москва, Кастанаевская улица, 43К4",62.0,1,0,1,3.719419432341315,Пасс (4),80000.0,80000.0,включены,2,13,24,0.0,0.0
2,13.0,"Москва, Кременчугская улица, 7К2",60.0,1,2,2,2.6,"Пасс 2, Груз 2",85000.0,85000.0,включены,2,21,22,0.0,0.0
2,7.0,"Москва, улица Герасима Курина, 26",73.0,1,2,1,3.367957931812197,"Пасс 2, Груз 2",85000.0,85000.0,включены,2,4,25,0.0,0.0
3,10.0,"Москва, Кутузовский проспект, 71",120.0,1,1,0,3.8483847422898263,0,85000.0,85000.0,включены,2,5,5,0.0,0.0
2,7.0,"Москва, улица Герасима Курина, 26",77.0,1,1,1,2.8092213441856115,"Пасс (2), Груз (2)",88000.0,88000.0,включены,0,25,25,0.0,0.0
2,8.0,"Москва, Давыдковская улица, 3",64.0,2,1,1,2.8544617871216773,"Пасс (2), Груз (2)",90000.0,90000.0,включены,2,10,44,0.0,0.0
4,8.0,"Москва, Кутузовский проспект, 71",120.0,0,2,1,3.7767334356748696,0,90000.0,90000.0,включены,4,5,5,0.0,0.0
3,15.0,"Москва, Инициативная улица, 7к3",84.0,1,0,1,2.692687942574225,Пасс (4),100000.0,100000.0,включены,0,14,25,0.0,0.0
3,8.0,"Москва, Звенигородская улица, 5",144.5,2,1,1,3.5328301747983084,Пасс (1),130000.0,130000.0,включены,0,12,13,0.0,0.0
3,12.276339583135053,"Москва, Давыдковская улица, 18",120.7,1,0,0,2.879758493523111,Пасс (1),200000.0,200000.0,nan,2,18,22,0.0,0.0
4,13.0,"Москва, Звенигородская улица, 8К1",170.0,0,0,1,3.174129960200907,"Пасс (1), Груз (2)",200000.0,200000.0,включены,1,18,19,0.0,0.0
3,16.0,"Москва, Давыдковская улица, 18",120.7,3,0,0,3.0,Пасс (3),200000.0,200000.0,включены,0,18,22,0.0,0.0
4,15.0,"Москва, Давыдковская улица, 16",160.0,0,0,0,3.0,"Пасс (2), Груз (1)",230000.0,230000.0,включены,1,19,24,0.0,0.0
3,8.0,"Москва, Звенигородская улица, 5",280.0,0,1,1,3.021548456766565,Пасс (1),250000.0,250000.0,nan,2,7,14,0.0,0.0
4,10.0,"Москва, Давыдковская улица, 3",200.0,1,0,1,2.892806465559741,Пасс (1),280000.0,280000.0,nan,2,10,44,0.0,0.0
4,8.0,"Москва, Давыдковская улица, 3",210.0,1,0,1,2.6203112846174252,"Пасс (2), Груз (2)",280000.0,280000.0,включены,0,10,44,0.0,0.0
1,8.0,"Москва, Аминьевское шоссе, 36",22.0,0,2,1,3.0908335491654975,Пасс (2),26000.0,16000.0,включены,2,8,9,0.0,0.0
1,5.0,"Москва, Пинский проезд, 3",32.0,1,2,1,2.64,Пасс (1),30000.0,30000.0,включены,4,5,9,0.0,0.0
1,4.0,"Москва, улица Алексея Свиридова, 13К1",24.0,0,1,1,3.5,0,30000.0,30000.0,включены,4,1,5,0.0,0.0
2,3.0,"Москва, Кастанаевская улица, 36К3",45.0,0,2,1,2.48,0,38000.0,38000.0,включены,2,5,5,0.0,0.0
2,11.0,"Москва, Славянский бульвар, 13К1",48.0,0,2,1,2.64,"Пасс (1), Груз (1)",39000.0,39000.0,включены,2,12,13,0.0,0.0
1,10.0,"Москва, Кутузовский проспект, 59",35.0,0,2,1,2.8,0,40000.0,40000.0,nan,4,5,5,0.0,0.0
1,5.0,"Москва, улица Пивченкова, 7",40.0,1,2,1,2.8271439778131517,Пасс (2),40000.0,20000.0,включены,2,4,12,0.0,0.0
1,6.0,"Москва, Кастанаевская улица, 37",40.0,0,2,1,2.9606802478468053,Пасс (1),40000.0,40000.0,nan,2,4,9,0.0,0.0
2,4.0,"Москва, Инициативная улица, 7К2",52.0,0,2,1,2.64,Пасс (2),40000.0,40000.0,включены,2,11,12,0.0,0.0
