number_of_rooms,metro,address,area,parking,renovation,windows,ceiling_height,elevator,price_monthly,deposit,utility,type_house,current_floor,total_floors,combined_bathrooms,separate_bathrooms
1,5.0,"Москва, проезд Нансена, 12К3",36.0,0,2,1,2.6,0,41000.0,41000.0,включены,4,2,5,0.0,0.0
2,8.0,"Москва, Лазоревый проезд, 8",46.0,0,2,1,2.64,Пасс (1),42000.0,42000.0,включены,2,1,9,0.0,0.0
0,7.0,"Москва, проезд Серебрякова, 11к1",28.0,0,0,1,3.712569748147434,"Пасс (1), Груз (1)",43000.0,45000.0,включены,0,6,7,0.0,0.0
2,4.0,"Москва, проезд Русанова, 5",50.0,1,2,1,3.4971218883176682,Пасс (2),43000.0,43000.0,включены,2,7,17,0.0,0.0
2,6.0,"Москва, проезд Нансена, 12К1",44.0,1,2,2,2.48,0,43000.0,43000.0,включены,4,2,5,0.0,0.0
2,4.0,"Москва, проезд Русанова, 5",51.0,1,2,1,3.7434080623853703,Пасс (2),45000.0,45000.0,включены,2,7,17,0.0,0.0
1,9.0,"Москва, проезд Русанова, 31",30.0,1,2,1,3.5489763311864135,"Пасс (1), Груз (2)",45000.0,45000.0,включены,2,12,24,0.0,0.0
3,9.0,"Москва, Лазоревый проезд, 6",62.0,0,2,1,2.7111520594039624,Пасс (1),45000.0,45000.0,включены,2,7,9,0.0,0.0
1,4.0,"Москва, проезд Нансена, 4",44.0,1,1,1,3.0,0,45000.0,45000.0,включены,4,2,4,0.0,0.0
2,12.276339583135053,"Москва, Вересковая улица, 1К1",60.4,1,1,1,2.8,"Пасс (1), Груз (1)",45000.0,50000.0,nan,2,8,17,0.0,0.0
2,10.0,"Москва, Вересковая улица, 1К1",70.0,1,2,1,3.8173298005579137,Пасс (2),45000.0,45000.0,включены,2,3,17,0.0,0.0
3,12.0,"Москва, улица Седова, 17К1",59.0,0,2,1,2.64,Пасс (1),50000.0,50000.0,включены,4,2,9,0.0,0.0
2,7.0,"Москва, проезд Русанова, 11",65.0,1,2,1,3.2323209719121717,"Пасс (1), Груз (1)",50000.0,15000.0,включены,2,7,17,0.0,0.0
1,5.0,"Москва, Сельскохозяйственная улица, 38к2",42.0,0,1,1,3.895345840838684,"Пасс (1), Груз (1)",50000.0,50000.0,включены,2,6,22,0.0,0.0
2,10.0,"Москва, Лазоревый проезд, 14",40.0,1,2,0,2.7,"Пасс (1), Груз (1)",55000.0,55000.0,включены,6,4,12,0.0,0.0
2,5.0,"Москва, Лазоревый проезд, 5к5",36.0,1,1,1,2.803699661393892,Пасс (2),60000.0,60000.0,включены,0,9,24,0.0,0.0
2,7.0,"Москва, улица Амундсена, 3К1",63.0,1,1,0,2.7,"Пасс (1), Груз (1)",60000.0,60000.0,включены,0,2,4,0.0,0.0
2,10.0,"Москва, Вересковая улица, 13",55.0,1,1,1,2.64,Пасс (2),60000.0,60000.0,включены,2,11,12,0.0,0.0
3,6.0,"Москва, улица Седова, 2К1",82.0,1,1,0,2.7,Пасс (2),60000.0,60000.0,включены,2,17,17,0.0,0.0
3,3.0,"Москва, проезд Берингов, 3",74.3,1,2,1,2.64,Пасс (2),60000.0,60000.0,включены,2,12,17,0.0,0.0
2,8.0,"Москва, проезд Серебрякова, 11к1",56.0,1,0,1,3.0826748041496725,"Пасс (2), Груз (1)",65000.0,65000.0,nan,0,2,20,0.0,0.0
2,5.0,"Москва, проезд Серебрякова, 11к1",52.5,0,1,1,3.0,"Пасс (1), Груз (1)",65000.0,65000.0,включены,2,18,20,0.0,0.0
3,12.0,"Москва, Игарский проезд, 17",75.0,1,1,1,2.64,Пасс (2),65000.0,65000.0,включены,2,2,17,0.0,0.0
3,3.0,"Москва, проезд Берингов, 4",60.0,0,2,1,2.64,Пасс (1),65000.0,65000.0,включены,2,9,9,0.0,0.0
2,8.0,"Москва, проезд Серебрякова, 11к1",56.0,0,1,2,3.6138198659121636,"Пасс (1), Груз (1)",65000.0,65000.0,включены,0,9,23,0.0,0.0
2,8.0,"Москва, Игарский проезд, 8",78.0,0,1,1,2.9,"Пасс (1), Груз (1)",68000.0,68000.0,включены,1,12,15,0.0,0.0
2,6.0,"Москва, проезд Серебрякова, 7",57.0,0,1,1,2.7,Пасс (1),70000.0,70000.0,nan,4,8,9,0.0,0.0
3,3.0,"Москва, Снежная улица, 17К1",65.0,0,2,1,2.8398612787559436,0,70000.0,70000.0,включены,4,3,5,0.0,0.0
1,9.0,"Москва, Сельскохозяйственная улица, 38к2",42.0,1,2,1,2.9295098876864993,"Пасс 2, Груз 2",75000.0,75000.0,включены,0,15,20,0.0,0.0
2,11.0,"Москва, Сельскохозяйственная улица, 38к1",55.5,1,1,0,2.9483868450770485,"Пасс 2, Груз 2",75000.0,60000.0,включены,1,12,24,0.0,0.0
2,4.0,"Москва, Лазоревый проезд, 5к5",57.0,1,2,1,2.716663871539099,"Пасс 2, Груз 2",80000.0,80000.0,включены,0,21,24,0.0,0.0
2,4.0,"Москва, Лазоревый проезд, 1",71.0,0,0,0,3.0,Пасс (2),85000.0,85000.0,включены,0,8,11,0.0,0.0
2,6.0,"Москва, Лазоревый проезд, 1",71.0,0,1,0,3.0,"Пасс (1), Груз (1)",85000.0,85000.0,включены,0,8,11,0.0,0.0
2,8.0,"Москва, Сельскохозяйственная улица, 38к2",60.0,0,1,0,2.8,"Пасс (2), Груз (1)",85000.0,85000.0,включены,0,2,23,0.0,0.0
2,11.0,"Москва, Сельскохозяйственная улица, 38к1",60.0,1,0,0,3.870224582452056,"Пасс 2, Груз 2",90000.0,90000.0,включены,2,15,25,0.0,0.0
2,9.0,"Москва, проезд Серебрякова, 11к1",55.6,0,0,2,3.0,"Пасс 2, Груз 2",95000.0,95000.0,включены,0,6,20,0.0,0.0
2,4.0,"Москва, Лазоревый проезд, 5к4",83.3,0,0,1,2.7,Пасс (4),150000.0,150000.0,включены,0,17,18,0.0,0.0
2,9.0,"Москва, проезд Серебрякова, 11к1",87.0,0,0,1,2.918600541124674,"Пасс (1), Груз (1)",170000.0,170000.0,включены,0,10,20,0.0,0.0
1,5.0,"Москва, улица Седова, 7К1",32.0,1,1,1,3.66139612117518,Пасс (1),30000.0,30000.0,включены,4,2,8,0.0,0.0
0,8.0,"Москва, проезд Серебрякова, 11к1",14.0,1,1,1,3.7475833010760367,"Пасс 1, Груз 1",31990.0,31990.0,включены,2,6,16,0.0,0.0
1,5.0,"Москва, проезд Русанова, 7",40.0,1,2,1,3.6359378566868283,"Пасс (1), Груз (1)",32000.0,32000.0,включены,2,10,17,0.0,0.0
1,10.0,"Москва, улица Седова, 13К1",29.5,1,2,2,2.64,Пасс (1),32000.0,32000.0,включены,4,5,9,0.0,0.0
1,15.0,"Москва, Тенистый проезд, 12",38.0,0,2,1,2.64,Пасс (1),32000.0,32000.0,включены,6,6,14,0.0,0.0
1,5.0,"Москва, улица Седова, 3",31.0,1,2,1,3.8752614959025884,Пасс (1),33000.0,33000.0,включены,4,2,8,0.0,0.0
1,4.0,"Москва, проезд Берингов, 6К1",38.0,0,2,1,2.64,Пасс (2),35000.0,17500.0,включены,6,14,14,0.0,0.0
1,8.0,"Москва, Игарский проезд, 13",39.0,1,2,1,2.64,"Пасс (1), Груз (1)",35000.0,35000.0,включены,2,2,17,0.0,0.0
1,3.0,"Москва, проезд Берингов, 3",37.0,1,2,1,2.64,Пасс (2),35000.0,35000.0,включены,2,2,16,0.0,0.0
2,6.0,"Москва, проезд Нансена, 10К3",42.0,0,2,1,2.48,0,35000.0,35000.0,включены,4,5,5,0.0,0.0
1,6.0,"Москва, проезд Берингов, 5",40.0,1,2,1,2.64,"Пасс (1), Груз (1)",35000.0,35000.0,включены,2,7,17,0.0,0.0
1,7.0,"Москва, проезд Русанова, 25к1",40.0,1,2,1,2.7,"Пасс (1), Груз (1)",38000.0,38000.0,включены,2,10,17,0.0,0.0
1,10.0,"Москва, улица Седова, 17К2",35.2,2,2,1,3.345534192518063,"Пасс 1, Груз 1",38500.0,40000.0,nan,2,7,14,0.0,0.0
1,9.0,"Москва, улица Седова, 7К1",34.0,0,2,1,3.562112707312512,Пасс (1),40000.0,40000.0,включены,4,5,8,0.0,0.0
1,7.0,"Москва, проезд Русанова, 25к1",47.0,1,1,1,2.8,"Пасс (2), Груз (1)",40000.0,40000.0,включены,2,2,17,0.0,0.0
1,5.0,"Москва, Снежная улица, 12",38.0,1,2,1,2.64,Пасс (2),40000.0,40000.0,включены,6,8,12,0.0,0.0
2,13.0,"Москва, Лазоревый проезд, 18",37.4,0,2,1,2.64,Пасс (2),41000.0,41000.0,включены,6,12,12,0.0,0.0
1,4.0,"Москва, проезд Нансена, 12К3",35.0,0,1,1,2.77,0,41990.0,41990.0,включены,4,2,5,0.0,0.0
2,14.0,"Москва, Тенистый проезд, 8",46.6,0,2,1,2.64,Пасс (2),42000.0,42000.0,включены,6,7,12,0.0,0.0
2,9.0,"Москва, улица Седова, 7К1",42.0,0,1,1,3.799111483509901,Пасс (1),43000.0,43000.0,включены,2,3,9,0.0,0.0
1,12.276339583135053,"Москва, улица Седова, 2К1",40.0,1,2,1,3.5562845414745237,"Пасс (2), Груз (1)",45000.0,45000.0,включены,2,6,17,0.0,0.0
2,8.0,"Москва, улица Амундсена, 11К2",45.0,2,2,1,2.7526647628418464,0,45000.0,40000.0,nan,2,2,5,0.0,0.0
2,5.0,"Москва, улица Седова, 5К1",43.7,0,2,1,2.64,Пасс (2),45500.0,45500.0,включены,6,10,12,0.0,0.0
2,9.0,"Москва, проезд Русанова, 31",52.0,1,2,1,3.565932914444735,Пасс (3),48500.0,48500.0,включены,0,22,24,0.0,0.0
2,8.0,"Москва, проезд 2-й Ботанический, 4",54.0,0,1,2,2.761523522731266,"Пасс (1), Груз (1)",55000.0,55000.0,включены,2,3,14,0.0,0.0
2,7.0,"Москва, улица Седова, 2К1",64.0,1,1,1,2.74,"Пасс (2), Груз (1)",55000.0,55000.0,включены,2,15,17,0.0,0.0
2,8.0,"Москва, проезд Русанова, 11",58.0,2,2,1,3.3807797244768927,"Пасс 1, Груз 1",57500.0,40000.0,nan,2,2,17,0.0,0.0
2,14.0,"Москва, Вересковая улица, 1к2",63.0,1,0,1,3.9746295489193275,"Пасс (1), Груз (1)",58000.0,58000.0,включены,2,3,17,0.0,0.0
2,12.276339583135053,"Москва, Игарский проезд, 8",73.0,1,2,0,3.0,"Пасс (1), Груз (1)",60000.0,60000.0,nan,0,7,15,0.0,0.0
2,11.0,"Москва, 1-й Ботанический проезд, 5",58.0,0,1,1,2.805239644544113,Пасс (2),60000.0,60000.0,включены,2,13,14,0.0,0.0
2,12.0,"Москва, 1-й Ботанический проезд, 5",58.0,1,1,1,2.966023917805503,Пасс (2),60000.0,60000.0,включены,2,13,14,0.0,0.0
2,5.0,"Москва, Снежная улица, 19к2",87.0,1,2,0,2.8,"Пасс (1), Груз (1)",65000.0,65000.0,включены,2,10,25,0.0,0.0
2,2.0,"Москва, Снежная улица, 19к2",92.5,1,2,0,2.863176239522628,"Пасс (3), Груз (1)",67000.0,67000.0,включены,2,2,25,0.0,0.0
2,9.0,"Москва, проезд Серебрякова, 11к1",55.0,0,0,1,3.0,"Пасс (1), Груз (1)",75000.0,75000.0,включены,0,8,20,0.0,0.0
3,4.0,"Москва, Снежная улица, 17К2",85.0,1,1,0,3.4374262218324447,"Пасс 1, Груз 1",80000.0,80000.0,включены,0,8,17,0.0,0.0
2,7.0,"Москва, Сельскохозяйственная улица, 38к2",62.0,1,1,0,3.021814799725592,"Пасс (1), Груз (2)",80000.0,80000.0,включены,2,8,17,0.0,0.0
2,5.0,"Москва, Лазоревый проезд, 1Ак1",65.0,1,1,1,3.3957172193044776,Пасс (1),95000.0,100000.0,включены,0,6,16,0.0,0.0
3,7.0,"Москва, проезд Русанова, 25к1",64.0,1,0,0,2.7540300634298887,Пасс (2),100000.0,100000.0,включены,2,4,17,0.0,0.0
2,9.0,"Москва, улица Седова, 7К1",42.0,0,2,1,3.5483573990624864,Пасс (1),43000.0,43000.0,включены,4,3,8,0.0,0.0
1,11.0,"Москва, Сельскохозяйственная улица, 38к2",42.0,0,1,0,3.638491785996067,"Пасс (2), Груз (2)",50000.0,50000.0,включены,0,5,23,0.0,0.0
2,11.0,"Москва, проезд Нансена, 2К2",52.0,0,1,1,3.65365281327591,0,65000.0,65000.0,включены,4,3,4,0.0,0.0
2,8.0,"Москва, улица Амундсена, 8",41.3,0,2,1,3.968860043871315,Пасс (1),40000.0,40000.0,включены,4,2,9,0.0,0.0
1,8.0,"Москва, проезд Русанова, 25к1",37.9,1,2,1,3.78810097699603,"Пасс (1), Груз (1)",40000.0,45000.0,включены,2,8,17,0.0,0.0
1,3.0,"Москва, проезд Нансена, 12К3",42.0,1,0,1,2.6,0,41000.0,20000.0,включены,4,2,5,0.0,0.0
2,8.0,"Москва, проезд Нансена, 6К2",38.4,0,2,1,2.64,Пасс (2),42000.0,35000.0,включены,2,7,12,0.0,0.0
1,5.0,"Москва, Тенистый проезд, 2к1",54.0,1,1,1,3.882757436557669,Пасс (3),42000.0,42000.0,включены,6,6,25,0.0,0.0
2,10.0,"Москва, улица Амундсена, 1К2",560.0,0,2,1,3.2,0,45000.0,45000.0,включены,4,3,4,0.0,0.0
1,4.0,"Москва, улица Седова, 2К1",40.0,1,1,1,3.848979724503298,"Пасс (2), Груз (1)",45000.0,45000.0,включены,2,6,17,0.0,0.0
1,11.0,"Москва, Уржумская улица, 3К4",35.0,0,1,1,2.64,Пасс (2),45000.0,45000.0,включены,6,5,14,0.0,0.0
2,12.0,"Москва, Игарский проезд, 17",52.0,1,1,2,2.64,"Пасс (1), Груз (1)",50000.0,50000.0,включены,2,14,17,0.0,0.0
2,12.0,"Москва, Вересковая улица, 9",54.0,0,2,1,2.64,Пасс (2),50000.0,50000.0,включены,2,10,14,0.0,0.0
2,12.0,"Москва, Лазоревый проезд, 14",37.4,0,2,1,2.64,Пасс (2),55000.0,50000.0,включены,6,3,12,0.0,0.0
3,14.0,"Москва, Вересковая улица, 13",60.0,0,2,1,2.64,Пасс (2),55000.0,55000.0,включены,2,4,12,0.0,0.0
1,11.0,"Москва, Сельскохозяйственная улица, 38к1",42.0,0,1,1,2.8824276988003383,"Пасс (1), Груз (1)",55000.0,65000.0,включены,2,2,12,0.0,0.0
3,5.0,"Москва, Лазоревый проезд, 2",60.0,0,2,1,2.64,Пасс (1),55000.0,40000.0,включены,2,3,9,0.0,0.0
2,3.0,"Москва, Снежная улица, 17К2",51.0,1,2,1,2.74,"Пасс (1), Груз (1)",60000.0,60000.0,включены,2,8,17,0.0,0.0
2,6.0,"Москва, проезд Серебрякова, 7",55.0,0,1,1,3.208547967954046,"Пасс (1), Груз (1)",60000.0,60000.0,включены,4,2,9,0.0,0.0
3,10.0,"Москва, Ивовая улица, 6к1",78.0,1,1,1,2.8329215916793253,Пасс (2),65000.0,65000.0,включены,2,12,17,0.0,0.0
2,8.0,"Москва, улица Амундсена, 5",52.0,0,1,0,2.64,Пасс (2),70000.0,70000.0,включены,2,2,12,0.0,0.0
2,11.0,"Москва, Сельскохозяйственная улица, 38к2",60.0,0,2,0,2.5,"Пасс (1), Груз (1)",70000.0,35000.0,включены,0,8,23,0.0,0.0
2,8.0,"Москва, проезд Серебрякова, 11к1",49.0,0,0,1,3.2,Пасс (1),75000.0,75000.0,включены,0,2,7,0.0,0.0
2,5.0,"Москва, Лазоревый проезд, 5к5",57.0,1,1,1,3.46043366012471,"Пасс (2), Груз (1)",80000.0,95000.0,включены,0,21,24,0.0,0.0
2,5.0,"Москва, Лазоревый проезд, 5к5",65.0,1,2,2,3.367106805856225,Пасс (2),90000.0,90000.0,включены,0,9,24,0.0,0.0
2,7.0,"Москва, Лазоревый проезд, 3",65.0,0,2,0,3.253661248607961,"Пасс 1, Груз 1",90000.0,100000.0,включены,2,8,12,0.0,0.0
2,5.0,"Москва, Лазоревый проезд, 1Ак1",60.0,1,1,1,3.7476902943487715,Пасс (1),100000.0,40000.0,включены,0,10,16,0.0,0.0
2,7.0,"Москва, Лазоревый проезд, 1",71.0,0,1,1,3.0,"Пасс (1), Груз (1)",105000.0,105000.0,включены,0,8,11,0.0,0.0
3,2.0,"Москва, Лазоревый проезд, 5к5",87.0,0,1,1,2.7,"Пасс (2), Груз (1)",130000.0,130000.0,включены,0,10,24,0.0,0.0
3,3.0,"Москва, Лазоревый проезд, 1Ак1",90.0,1,1,1,3.3921814091654374,Пасс (1),170000.0,40000.0,включены,0,2,16,0.0,0.0
1,5.0,"Москва, Ивовая улица, 6к2",39.0,1,1,1,3.7847986669432556,Пасс (2),40000.0,40000.0,включены,2,10,17,0.0,0.0
2,5.0,"Москва, Лазоревый проезд, 14",47.0,0,2,1,2.64,Пасс (2),45000.0,45000.0,включены,6,1,12,0.0,0.0
2,10.0,"Москва, Лазоревый проезд, 20",37.0,0,2,0,2.64,Пасс (2),45000.0,45000.0,включены,6,1,12,0.0,0.0
2,12.0,"Москва, 1-й Ботанический проезд, 5",56.0,0,1,1,2.663207725762339,"Пасс (1), Груз (1)",48000.0,40000.0,включены,2,8,14,0.0,0.0
2,8.0,"Москва, проезд Серебрякова, 11к1",43.8,0,0,1,3.0,Груз (2),70000.0,70000.0,включены,0,3,7,0.0,0.0
1,12.276339583135053,"Москва, Зеленоград, к611, ш. Ленинградское (20 км до МКАД), ш. Новосходненское (23 км до МКАД)",42.0,1,2,1,2.64,"Пасс (1), Груз (1)",24000.0,24000.0,включены,2,6,14,0.0,0.0
1,12.276339583135053,"Москва, Зеленоград, к829, ш. Ленинградское (24 км до МКАД), ш. Новосходненское (27 км до МКАД)",36.0,1,2,1,2.7313389973903313,"Пасс (1), Груз (1)",27000.0,27000.0,включены,0,10,11,0.0,0.0
1,12.276339583135053,"Москва, Зеленоград, к829, ш. Ленинградское (24 км до МКАД), ш. Новосходненское (27 км до МКАД)",42.0,1,2,1,3.94472776545592,"Пасс (1), Груз (1)",30000.0,30000.0,включены,0,10,19,0.0,0.0
2,12.276339583135053,"Москва, Зеленоград, к916, ш. Ленинградское (23 км до МКАД), ш. Новосходненское (26 км до МКАД)",54.2,1,2,1,2.48,Пасс (3),30000.0,30000.0,включены,6,12,16,0.0,0.0
2,12.276339583135053,"Москва, Зеленоград, к231, ш. Ленинградское (22 км до МКАД), ш. Новосходненское (25 км до МКАД)",41.0,0,3,1,3.0164690217928825,Пасс (1),26000.0,26000.0,включены,2,1,9,0.0,0.0
3,12.276339583135053,"Москва, Зеленоград, к424В, ш. Ленинградское (22 км до МКАД), ш. Новосходненское (24 км до МКАД)",60.0,1,2,1,2.64,Пасс (1),33000.0,33000.0,включены,2,3,9,0.0,0.0
